Frequency,Voltage
1,3.8841732273055
1.1,3.80661583502661
1.2,3.73241955252906
1.3,3.36166409293854
1.4,3.51279501946665
1.5,3.3891153722518
1.6,3.24174591916194
1.7,3.20123336923256
1.8,2.96885530593063
1.9,3.4130638043897
2,3.05913267480098
2.1,2.59359307906163
2.2,3.17708254160092
2.3,2.19785072057358
2.4,2.44602762396152
2.5,2.69690216570271
2.6,2.8769350116923
2.7,2.20562710651435
2.8,2.79797269539626
2.9,2.57310378569367
3,2.34828570710091
3.1,2.0366235564975
3.2,2.02179610871992
3.3,2.33813996793069
3.4,2.17493048916433
3.5,1.8951337393094
3.6,1.81512345831397
3.7,2.01944989003573
3.8,1.79055728431079
3.9,1.63338113297354
4,1.60699854751886
4.1,1.6155418740498
4.2,1.39972710124539
4.3,1.38049823739461
4.4,1.2925805206115
4.5,1.40341649195147
4.6,1.29106572638691
4.7,1.33731186519389
4.8,1.09547014506688
4.9,1.11547445729624
5,1.28244831839669
5.1,1.16400631883381
5.2,1.2680458545134
5.3,1.18141209532366
5.4,1.03016532322148
5.5,1.05413114914346
5.6,0.962905905490284
5.7,0.912910340163864
5.8,0.829632342868511
5.9,0.943559235636118
6,0.922754076330334
6.1,0.815434886304889
6.2,0.797111948264188
6.3,0.801079261463754
6.4,0.826190947789992
6.5,0.650212492375431
6.6,0.707898980632359
6.7,0.733786458061481
6.8,0.712767889235526
6.9,0.707418743040712
7,0.653436674945138
7.1,0.59677136842473
7.2,0.563408095250294
7.3,0.661303473095926
7.4,0.599609102615379
7.5,0.598590165326253
7.6,0.607387431394124
7.7,0.519064939204332
7.8,0.481959762820563
7.9,0.494035180034918
8,0.498232546644597
8.1,0.380332853530997
8.2,0.480136456336458
8.3,0.360768404098425
8.4,0.409741637032627
8.5,0.392815986180122
8.6,0.320863195247753
8.7,0.361359664445999
8.8,0.385633097009755
8.9,0.386883888535527
9,0.313468369187647
9.1,0.293856921756835
9.2,0.372161332132464
9.3,0.317821520616798
9.4,0.287239825771372
9.5,0.287391371310618
9.6,0.270328479232679
9.7,0.287079698874946
9.8,0.289411149188015
9.9,0.222660317815392
10,0.209385389397792
