Frequency,Voltage
1,5.40858852205313
1.1,4.78549353086053
1.2,4.65830598058757
1.3,4.49932956010669
1.4,4.66554596424178
1.5,3.98278408503893
1.6,4.09513482203448
1.7,3.53357403190593
1.8,4.09233768760926
1.9,3.3952163181219
2,3.01483363471455
2.1,3.23207324033425
2.2,3.04329700476146
2.3,2.84109220389993
2.4,2.82014564098239
2.5,3.07517587093097
2.6,2.76544946987544
2.7,2.29649825897013
2.8,3.00012636577949
2.9,2.56099513090578
3,2.61071246366189
3.1,2.08384903797787
3.2,2.21830228355875
3.3,2.44061298275359
3.4,1.87634599805804
3.5,2.11552224338272
3.6,2.30244460044478
3.7,1.75904509128059
3.8,1.48259598522096
3.9,1.4378216484244
4,1.68395619779759
4.1,1.88633532591938
4.2,1.5309220416755
4.3,1.49518113557171
4.4,1.24374001339861
4.5,1.47169929402366
4.6,1.39384838584956
4.7,1.42018704489147
4.8,1.19302371139415
4.9,1.43244985880502
5,1.17518658470334
5.1,0.973639342370874
5.2,1.08891403479664
5.3,1.23391769739372
5.4,1.08741795060571
5.5,0.833483840343928
5.6,1.15314447649424
5.7,0.986359557917935
5.8,0.906966289264731
5.9,0.865943149354858
6,0.821385497337322
6.1,0.789378492682569
6.2,0.705718256004976
6.3,0.846697753894914
6.4,0.720768362981159
6.5,0.776560701711853
6.6,0.721696336005305
6.7,0.662230411906444
6.8,0.660167725747236
6.9,0.5574492539783
7,0.620388045189932
7.1,0.671163865956437
7.2,0.620459153036621
7.3,0.547712953870534
7.4,0.536776054828882
7.5,0.492486956707709
7.6,0.431569093701872
7.7,0.428375602950563
7.8,0.406227060721615
7.9,0.4089274741693
8,0.457389029063766
8.1,0.444172408437976
8.2,0.442541122856273
8.3,0.395352540010811
8.4,0.405380091043415
8.5,0.285818585920603
8.6,0.336759166050598
8.7,0.24825558357301
8.8,0.351769130663135
8.9,0.28160457560358
9,0.322023509822041
9.1,0.306235795428706
9.2,0.258788153352138
9.3,0.239734727050382
9.4,0.244512382818958
9.5,0.238374189645025
9.6,0.238163029143878
9.7,0.220820388795799
9.8,0.228892726616023
9.9,0.189597066123845
10,0.201524885870706
