Frequency,Voltage
1,5.00062857783054
1.1,4.24628274377891
1.2,3.89169406575006
1.3,4.82448778370718
1.4,4.14490098121535
1.5,4.19855549151234
1.6,4.1335805711304
1.7,4.09062373826118
1.8,4.47431947157562
1.9,3.60655055753049
2,3.47215049849898
2.1,3.2457535730933
2.2,3.21095142363957
2.3,2.9193188057235
2.4,2.83110569467006
2.5,2.80314375357313
2.6,2.10677470592345
2.7,2.88680184292232
2.8,2.6528592971274
2.9,2.46811968942687
3,2.51120205936538
3.1,2.11789810803492
3.2,1.96361915232785
3.3,2.22153565116601
3.4,2.26997160998493
3.5,2.07178739669265
3.6,1.83589781825924
3.7,1.57012183374449
3.8,1.93964255201002
3.9,1.81407020308262
4,1.89550078044955
4.1,1.6862977294219
4.2,1.48878053060992
4.3,1.56896577180598
4.4,1.48002962323805
4.5,1.21312519020143
4.6,1.30016180167229
4.7,1.22812268890942
4.8,1.20155583763046
4.9,1.19028811901056
5,1.07712992947555
5.1,1.17192716491855
5.2,1.14306754232493
5.3,1.02514373335475
5.4,0.992342364586998
5.5,1.20468177592857
5.6,1.11305144528544
5.7,0.839273472733029
5.8,0.96079886599429
5.9,0.833661495583616
6,0.814115727971543
6.1,0.758691439312573
6.2,0.681605726305958
6.3,0.861322108115243
6.4,0.609625116797915
6.5,0.706301418329541
6.6,0.707237761483689
6.7,0.56644948858011
6.8,0.703552628480578
6.9,0.637592453359986
7,0.593775950050916
7.1,0.555329700367141
7.2,0.548923864006061
7.3,0.583112646048519
7.4,0.437991553028812
7.5,0.535420497313879
7.6,0.428447313393339
7.7,0.473016146704874
7.8,0.516818243946298
7.9,0.495996337469514
8,0.395485713670319
8.1,0.431104522474234
8.2,0.355776331747923
8.3,0.388183792788191
8.4,0.4293005313382
8.5,0.303423490703481
8.6,0.420835797823889
8.7,0.367629950417869
8.8,0.289494039324471
8.9,0.381963223719298
9,0.329892138871582
9.1,0.327169824076356
9.2,0.297989608322586
9.3,0.278310327808169
9.4,0.303689640371322
9.5,0.233081268644488
9.6,0.213101856216148
9.7,0.239663168599899
9.8,0.235298225375873
9.9,0.206808903473986
10,0.226115273384409
