Frequency,Voltage
1,3.41904977167027
1.1,3.25524653844632
1.2,4.02412998642326
1.3,3.95623490934824
1.4,3.4107821491111
1.5,3.03844648331741
1.6,3.61310149120319
1.7,3.78987290229996
1.8,3.28691088588062
1.9,2.73773814057609
2,2.75703641435759
2.1,3.00161047399068
2.2,2.73133676509599
2.3,2.91815732912996
2.4,2.31603713552186
2.5,2.89043209284864
2.6,2.33670475871095
2.7,2.17306830206975
2.8,2.01277610553037
2.9,2.39247425987284
3,2.06034520946449
3.1,2.01136316712266
3.2,1.93139466770144
3.3,1.75371956597869
3.4,1.75876664234544
3.5,1.80990450256024
3.6,2.2075331491106
3.7,1.66032036129086
3.8,1.81173075939673
3.9,1.47690926450674
4,1.71807762680611
4.1,1.67068692665113
4.2,1.59189887709387
4.3,1.49223648438152
4.4,1.16222471616987
4.5,1.33434005337693
4.6,1.39441618637638
4.7,1.06305647373528
4.8,1.1852174617744
4.9,1.35163176085593
5,1.16727802497796
5.1,1.29261788953461
5.2,1.05859874899692
5.3,1.2024807670338
5.4,1.04732552291608
5.5,1.07017875874988
5.6,0.83993317638445
5.7,0.811823611990757
5.8,0.958923638750841
5.9,0.854781385588464
6,0.716185321598109
6.1,0.797028780868167
6.2,0.780849727145289
6.3,0.720684268191534
6.4,0.67232120196608
6.5,0.755466434142584
6.6,0.741342244177045
6.7,0.641873019298158
6.8,0.770280174281738
6.9,0.623519074445836
7,0.521021235857859
7.1,0.617631032454351
7.2,0.648526669633158
7.3,0.479780696909893
7.4,0.678967567960952
7.5,0.530327915174191
7.6,0.487853196137639
7.7,0.528695980093091
7.8,0.472403591757656
7.9,0.531922306250522
8,0.535957290862164
8.1,0.475678853553144
8.2,0.441506964114809
8.3,0.361460323201959
8.4,0.385232175425817
8.5,0.404295974671661
8.6,0.320500676973051
8.7,0.341740981669279
8.8,0.373955709546244
8.9,0.315998260814473
9,0.321033188563379
9.1,0.346725709690122
9.2,0.332650116521559
9.3,0.32045630043832
9.4,0.392178996842736
9.5,0.31875698662073
9.6,0.270198466661903
9.7,0.281942448993399
9.8,0.305710583659048
9.9,0.316461968457231
10,0.274385287399221
