Frequency,Voltage
1,4.44787845539834
1.1,4.57006284898476
1.2,4.21668862372988
1.3,3.42884902112823
1.4,4.12611618552955
1.5,3.31542520747476
1.6,3.40767529681101
1.7,3.21138327787812
1.8,3.56358029965097
1.9,2.7139149465724
2,3.32385812418191
2.1,2.81358880859776
2.2,2.68939394007426
2.3,2.48142973882893
2.4,2.52426236911988
2.5,2.34670220022576
2.6,2.34593698791938
2.7,2.79562484084412
2.8,2.35999676316931
2.9,2.09340882094716
3,2.53552691080399
3.1,2.31699912588661
3.2,2.19251231867057
3.3,1.9341168456277
3.4,2.11448359466349
3.5,1.79354948071951
3.6,1.7119408947957
3.7,1.68696941530144
3.8,1.65774342442483
3.9,1.7701182019092
4,1.77916496519604
4.1,1.28824136726739
4.2,1.45417450158547
4.3,1.27570275616458
4.4,1.60931819973744
4.5,1.62159785078553
4.6,1.25250960862827
4.7,1.4113269505752
4.8,1.32371617271056
4.9,1.26052508888407
5,1.28695385041442
5.1,1.22473258738303
5.2,1.12594724666362
5.3,0.989393542913835
5.4,1.19903903545815
5.5,0.902563811756836
5.6,0.957632695207142
5.7,0.903319918786771
5.8,1.00098934566528
5.9,0.987199950622495
6,0.9659851196567
6.1,0.945741222496922
6.2,0.690044811619118
6.3,0.798242071469114
6.4,0.745879102945921
6.5,0.677141556293315
6.6,0.710898158014503
6.7,0.654645880927341
6.8,0.577671255587457
6.9,0.583860274017211
7,0.55611698045813
7.1,0.541803360544927
7.2,0.566150730966257
7.3,0.566399927599037
7.4,0.487125377441524
7.5,0.445353625373186
7.6,0.453006122428465
7.7,0.517726486581035
7.8,0.51408744969268
7.9,0.395841472773437
8,0.457456484854738
8.1,0.40854480571949
8.2,0.376889147732055
8.3,0.411918602744396
8.4,0.33723796963042
8.5,0.326795829792863
8.6,0.349378285665248
8.7,0.278572398685418
8.8,0.313501109655129
8.9,0.287759268210114
9,0.2664420720284
9.1,0.282070878355424
9.2,0.299518506699301
9.3,0.279738662590719
9.4,0.348103185014527
9.5,0.265814218738977
9.6,0.239461844387864
9.7,0.271908829896225
9.8,0.260820604076625
9.9,0.215908803590001
10,0.22697458800087
