Frequency,Voltage
1,3.77669425691358
1.1,3.45692047772367
1.2,3.51858691241102
1.3,3.66735209456397
1.4,3.01538530593058
1.5,3.62189428730049
1.6,3.57460435756939
1.7,3.10821340932837
1.8,3.00947516469983
1.9,2.92719275925171
2,3.06782538461052
2.1,2.82680734860123
2.2,2.52178067172075
2.3,2.43578884330081
2.4,2.43685821976099
2.5,2.33815376951022
2.6,2.30439147014361
2.7,2.37151576420678
2.8,2.13314979475732
2.9,2.39674369902227
3,2.07042094556866
3.1,2.14966569023493
3.2,1.92685879098678
3.3,2.08363126901513
3.4,1.66252794620335
3.5,1.57299332452216
3.6,1.65268958851261
3.7,2.15989584366988
3.8,1.97886124958432
3.9,1.74557508709938
4,1.54633030435158
4.1,1.45795563259524
4.2,1.44639335635762
4.3,1.47477409982172
4.4,1.62163779482609
4.5,1.44679712109714
4.6,1.51620199316071
4.7,1.13407175068278
4.8,0.991057300778842
4.9,1.15726969508883
5,1.02739064528599
5.1,1.1565320953322
5.2,0.954980017616475
5.3,1.10986644587037
5.4,0.980925690560388
5.5,1.03183958581151
5.6,0.954155467781505
5.7,1.08151420316197
5.8,0.817660583596859
5.9,0.85750413087866
6,0.74306654194529
6.1,0.70753381113611
6.2,0.922460983073265
6.3,0.758657823430222
6.4,0.76672686678811
6.5,0.692919708728847
6.6,0.738776658667899
6.7,0.68185233842898
6.8,0.684217111174226
6.9,0.596556328349291
7,0.613499550364961
7.1,0.714935779357653
7.2,0.643866758769439
7.3,0.59091757386649
7.4,0.515555148555796
7.5,0.558568533230799
7.6,0.427786556245424
7.7,0.566572054842055
7.8,0.484219437256225
7.9,0.485028750398014
8,0.579979745953784
8.1,0.481525504319432
8.2,0.494336950426408
8.3,0.472010138788348
8.4,0.400930203414923
8.5,0.400433943922816
8.6,0.392519439067663
8.7,0.365463341530849
8.8,0.359366610217838
8.9,0.295841552257859
9,0.348230204453165
9.1,0.33072935527311
9.2,0.277198250537961
9.3,0.29852836412991
9.4,0.268221179470391
9.5,0.302779158469602
9.6,0.259757128022342
9.7,0.291823037398797
9.8,0.267380708716998
9.9,0.276977036908252
10,0.274959738172451
