Frequency,Voltage
1,4.60531576511646
1.1,4.49736234937658
1.2,4.88085875831567
1.3,4.24013112933384
1.4,4.09862563170005
1.5,4.19839520026288
1.6,4.13696514188005
1.7,4.05828598703229
1.8,3.83229619475795
1.9,3.79365065036727
2,3.23858888166433
2.1,2.7307701762017
2.2,3.82998107234756
2.3,2.86205670121196
2.4,3.43512730533069
2.5,3.30699513693339
2.6,2.99574464051192
2.7,2.83003416561263
2.8,2.60480670330488
2.9,2.42193146969862
3,2.28093372712953
3.1,2.15885351749647
3.2,2.09567112483486
3.3,2.54398919509828
3.4,1.68749019733547
3.5,1.9614829757357
3.6,1.85847281786768
3.7,2.04696692037502
3.8,1.85227990886562
3.9,1.58272733580274
4,1.91552716672884
4.1,1.9055981582659
4.2,1.61585053917787
4.3,1.53483787078923
4.4,1.52171537543192
4.5,1.3524421544404
4.6,1.57085325056548
4.7,1.09644086146091
4.8,1.47815836008393
4.9,1.13948088178191
5,1.09571742584142
5.1,1.16767896049933
5.2,1.14832270318781
5.3,1.13238857195931
5.4,1.10007231633107
5.5,0.874401940639513
5.6,1.03618603931781
5.7,0.998948979861699
5.8,0.966996459484361
5.9,0.886045924243229
6,0.866139539707262
6.1,0.746165055134
6.2,0.783393211323321
6.3,0.820623711122429
6.4,0.630104681745101
6.5,0.679432094335015
6.6,0.597801555688833
6.7,0.753689720406625
6.8,0.666554671076759
6.9,0.700311907140955
7,0.572401495576762
7.1,0.606729646519844
7.2,0.588696714066271
7.3,0.59335280678747
7.4,0.530001738169231
7.5,0.526525162782988
7.6,0.4095860211094
7.7,0.526780993505887
7.8,0.428296517047672
7.9,0.406034049564802
8,0.355449670109694
8.1,0.409522491829126
8.2,0.394744346666763
8.3,0.391820274925254
8.4,0.389580349080292
8.5,0.342450325877794
8.6,0.379545235988199
8.7,0.314679241200787
8.8,0.281793364087885
8.9,0.294770147662708
9,0.276816557397224
9.1,0.291177233053121
9.2,0.288926626065661
9.3,0.238832279175356
9.4,0.265945388125628
9.5,0.236966539483987
9.6,0.263763474791043
9.7,0.216282513763148
9.8,0.222810571971323
9.9,0.206338768568647
10,0.204324841095707
