Frequency,Voltage
1,4.38240697156627
1.1,3.98355702101074
1.2,4.133413309413
1.3,4.13727514092748
1.4,3.46284631001963
1.5,4.08129372116092
1.6,3.00626032563596
1.7,3.42400290216081
1.8,3.25315355321144
1.9,3.80454397933855
2,3.02338979770731
2.1,4.18145423355066
2.2,2.84438931542235
2.3,2.63319633202453
2.4,3.46404660187416
2.5,2.64711716790996
2.6,2.50181687824004
2.7,2.52183135092433
2.8,2.17464112923786
2.9,2.0101962593165
3,2.11246925449872
3.1,2.19750287120952
3.2,2.36992260110356
3.3,2.310332281419
3.4,2.07782177519487
3.5,2.16206907985405
3.6,2.41620877454652
3.7,1.9173029927165
3.8,1.91535417744334
3.9,1.63205340156735
4,1.837883203715
4.1,1.40707578854123
4.2,1.4759459038104
4.3,1.35464026158895
4.4,1.35162417461976
4.5,1.69224072703087
4.6,1.31253273912399
4.7,1.24248665969934
4.8,1.39368387279576
4.9,1.17734376210121
5,1.21526103012025
5.1,1.20422778594591
5.2,1.01012377468977
5.3,1.02970859946343
5.4,1.25423274248304
5.5,1.01395537235341
5.6,1.06093857370483
5.7,1.06596142823522
5.8,0.961542610540899
5.9,0.889277479045284
6,0.967577086647807
6.1,0.724474968756208
6.2,0.899879654311252
6.3,0.623190416005636
6.4,0.656816137757566
6.5,0.691878106526288
6.6,0.693323100427055
6.7,0.574071211262139
6.8,0.708841221436931
6.9,0.629475732476837
7,0.549632975476703
7.1,0.526954638290156
7.2,0.522124178697038
7.3,0.511828247148078
7.4,0.532321339905397
7.5,0.519083257675635
7.6,0.476167060399552
7.7,0.484903951747927
7.8,0.44341537897768
7.9,0.46654416578414
8,0.518813103132165
8.1,0.468494885566397
8.2,0.398849562994008
8.3,0.408361966361845
8.4,0.383289284953046
8.5,0.361127414384445
8.6,0.353614117189145
8.7,0.395348373817892
8.8,0.323669861908321
8.9,0.337516915417615
9,0.341093385270132
9.1,0.279474690382003
9.2,0.257898684069794
9.3,0.314248122535227
9.4,0.292604825840192
9.5,0.258101032482727
9.6,0.29560419530102
9.7,0.26356646372942
9.8,0.237129009960502
9.9,0.22876381352829
10,0.220090480090634
