Frequency,Voltage
1,3.85649674010566
1.1,3.75839782038302
1.2,4.64491098851879
1.3,3.90546770376501
1.4,3.1439535475207
1.5,2.96922878729298
1.6,3.09723664202477
1.7,3.33864785280416
1.8,3.77236246850056
1.9,2.85216636663163
2,2.89041788649262
2.1,2.43300118933817
2.2,3.12005258584232
2.3,2.84469333311085
2.4,2.83936076458731
2.5,2.71319499405505
2.6,1.98434277555015
2.7,2.65223308324706
2.8,2.28354928917724
2.9,2.09589159185583
3,2.06399044268502
3.1,2.33653708085649
3.2,2.45811211320993
3.3,2.18115292814129
3.4,2.2900436344712
3.5,1.75460766295649
3.6,1.54195324885746
3.7,1.67471236354928
3.8,1.51579929557747
3.9,1.46560753485235
4,1.52901715293881
4.1,1.32514995463031
4.2,1.36344086632757
4.3,1.43147575886542
4.4,1.41929307136382
4.5,1.25720812159701
4.6,1.2849030242038
4.7,1.27564047532892
4.8,1.19687319207972
4.9,1.29041459431418
5,1.06532281183564
5.1,1.18371760455811
5.2,1.27463379841795
5.3,1.25682452879134
5.4,0.978581833542775
5.5,1.05128821219878
5.6,0.879112779310312
5.7,0.985271555685811
5.8,0.771255929946165
5.9,0.743866772601794
6,0.781702920652339
6.1,0.691740325158029
6.2,0.847158934064702
6.3,0.786892759876931
6.4,0.836308598953596
6.5,0.757527846176934
6.6,0.760161584879786
6.7,0.625760016114549
6.8,0.730376617503042
6.9,0.6475609883598
7,0.589537468527303
7.1,0.684110594190782
7.2,0.637809660544414
7.3,0.563325603592594
7.4,0.572169487491454
7.5,0.519738178744118
7.6,0.480775170461109
7.7,0.518113918032195
7.8,0.478794823176077
7.9,0.458782336465868
8,0.479596734062735
8.1,0.427598699878743
8.2,0.420879514108666
8.3,0.498137289329215
8.4,0.325763403651126
8.5,0.36720486357609
8.6,0.338553107134672
8.7,0.4569283210686
8.8,0.352250044954337
8.9,0.412783734792979
9,0.34590699335657
9.1,0.331506966222511
9.2,0.283975824192931
9.3,0.278233169447142
9.4,0.298230847626675
9.5,0.273633157198753
9.6,0.347241166005609
9.7,0.244244949520368
9.8,0.305125265234089
9.9,0.268602305536388
10,0.241248667275408
