Frequency,Voltage
1,5.05758642298508
1.1,3.55258939215512
1.2,4.0105607485354
1.3,4.94981650379148
1.4,4.5834916035831
1.5,3.34710658270086
1.6,3.5544487646743
1.7,2.92018942503292
1.8,3.64211165360487
1.9,3.41042135313515
2,3.11056931483622
2.1,2.94844372329831
2.2,2.85608106533524
2.3,2.52027081479305
2.4,2.52078081789913
2.5,2.94665825471925
2.6,2.77288901088301
2.7,2.92977577647467
2.8,2.66795681658958
2.9,2.41411831488177
3,2.28891291760911
3.1,1.99278812584426
3.2,2.07112196013428
3.3,2.09526136706587
3.4,1.9871614800386
3.5,1.6588567153824
3.6,1.76695268771103
3.7,1.6649293903055
3.8,1.85618915145424
3.9,1.72082900974742
4,1.58599457161206
4.1,1.45797971397978
4.2,1.41307832655055
4.3,1.20497610784259
4.4,1.67389200939688
4.5,1.27967989068049
4.6,1.06332542788884
4.7,1.26740474242364
4.8,1.3466180859089
4.9,1.1255740625202
5,1.15537257313436
5.1,1.15849776526918
5.2,1.11788102810823
5.3,1.19947431011176
5.4,0.890656350795282
5.5,1.13243874212091
5.6,1.11753872558029
5.7,0.985755457238049
5.8,0.822714417768634
5.9,0.771685789601465
6,0.80211644834433
6.1,0.779158371603187
6.2,0.809051197053636
6.3,0.833721885747998
6.4,0.807635172820318
6.5,0.78447618560442
6.6,0.681621968546715
6.7,0.651964915646159
6.8,0.649314168208325
6.9,0.646110819333663
7,0.539782974132985
7.1,0.616821727910958
7.2,0.554165911580404
7.3,0.450643000985329
7.4,0.489209635265112
7.5,0.506314432637935
7.6,0.507308386538024
7.7,0.499004727320712
7.8,0.469627299207555
7.9,0.472706267336911
8,0.432730786713399
8.1,0.392215328261649
8.2,0.439068365389052
8.3,0.383474152716822
8.4,0.365706419711934
8.5,0.317135895331259
8.6,0.372938194214452
8.7,0.307976061153002
8.8,0.350182265429176
8.9,0.272955805930522
9,0.306871878959063
9.1,0.278346219209956
9.2,0.277430363618231
9.3,0.235162054166003
9.4,0.247086178164129
9.5,0.277877276024511
9.6,0.307187829221593
9.7,0.252631806798249
9.8,0.189201536793876
9.9,0.209953415773393
10,0.221624433914846
