Frequency,Voltage
1,5.6141021952808
1.1,5.64372719661252
1.2,4.82601726771361
1.3,4.2575674992641
1.4,4.82160924036572
1.5,3.59855620672014
1.6,4.17421260346299
1.7,3.57994244152397
1.8,3.72551264871087
1.9,3.8317515171226
2,3.79809539643369
2.1,3.22384476062252
2.2,3.12873753755721
2.3,2.4189200872144
2.4,2.59079603630163
2.5,3.56406040683387
2.6,2.89818161130042
2.7,2.85341990472488
2.8,2.29460103023242
2.9,2.41423378533036
3,1.98287698020745
3.1,1.9955427671386
3.2,1.93801402208152
3.3,1.80245691113403
3.4,1.83126014935425
3.5,1.79351202020611
3.6,1.81185501355668
3.7,2.14030605689146
3.8,2.23183246889365
3.9,1.62941426109017
4,1.75279293137358
4.1,1.61600483085831
4.2,1.40924422800764
4.3,1.38124037714102
4.4,1.22365407668062
4.5,1.55623756508541
4.6,1.37173123824621
4.7,1.47883876793406
4.8,1.18912726266886
4.9,1.18767875936439
5,1.2592573139355
5.1,1.15020693869386
5.2,1.28441703725
5.3,0.984040749865263
5.4,1.20230237432046
5.5,0.967261408002719
5.6,0.95123160179104
5.7,0.890419847076269
5.8,0.851747167871978
5.9,1.02671256918146
6,0.77298466402286
6.1,0.919075860881353
6.2,0.769293019681067
6.3,0.747827954459857
6.4,0.737519621731691
6.5,0.696267517071191
6.6,0.592820498323105
6.7,0.591271331747581
6.8,0.658675279986907
6.9,0.591821057920049
7,0.598345662497874
7.1,0.606640566808927
7.2,0.555409582178804
7.3,0.505696546908742
7.4,0.505531416439074
7.5,0.563779423792518
7.6,0.507992823912632
7.7,0.496644616593574
7.8,0.48424548203978
7.9,0.469763646055821
8,0.381569910984654
8.1,0.510215646927286
8.2,0.377983481874302
8.3,0.372009634732527
8.4,0.307606446048554
8.5,0.38465537179654
8.6,0.352689424925829
8.7,0.327704488810646
8.8,0.330064582022721
8.9,0.326545306563928
9,0.299579793317523
9.1,0.216619940037326
9.2,0.266357250449488
9.3,0.255581187260261
9.4,0.261965031878866
9.5,0.234894396363875
9.6,0.237034610537273
9.7,0.227680365471934
9.8,0.213865959479066
9.9,0.224722475182427
10,0.204462853135692
